Genus_species,Native,Nesting Behavior,Voltinism,Sociality,Foraging Behavior,Tongue Length
Chelostoma_phaceliae,NA,Wood,NA,Solitary,Specialist,Long
Chelostoma_tetramerum,NA,Wood,NA,Solitary,Specialist,Long
Heriades_cressoni,NA,Wood,NA,Solitary,Generalist,Long
Heriades_crucifer,NA,Wood,NA,Solitary,Generalist,Long
Heriades_micheneri,NA,Wood,NA,Solitary,Generalist,Long
Heriades_micropthalma,NA,Wood,NA,Solitary,Generalist,Long
Heriades_occidentalis,NA,Wood,NA,Solitary,Generalist,Long
Heriades_texanus,NA,Wood,NA,Solitary,Generalist,Long
Heriades_timberlakei,NA,Wood,NA,Solitary,Generalist,Long
Hoplitis_basingeri,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_bidenticauda,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_biscutellae,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_boharti,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_brachyodonta,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_bullifacies,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_bunocephala,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_caudex,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_colei,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_cryptanthae,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_deserticola,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_elongaticeps,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_emarginata,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_evansi,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_grinnelli,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_hamulicornis,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_howardi,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_hypocrita,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_incanescens,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_jacintana,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_laevibullata,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_linsdalei,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_louisae,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_micheneri,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_mojavensis,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_nanula,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_nigrella,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_orthognatha,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_paiute,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_palmarum,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_paroselae,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_plagiostoma,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_pygmaea,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_reducta,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_remotula,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_robusta,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_sambuci,NA,Cavity,NA,Solitary,Generalist,Long
Hoplitis_seminigra,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_shoshone,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_torchioi,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_tristis,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_truicauda,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_uvulalis,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_viridimicans,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_xerophila,NA,Cavity,NA,Solitary,NA,Long
Hoplitis_zuni,NA,Cavity,NA,Solitary,NA,Long
Osmia_albolateralis,NA,Cavity,NA,Solitary,NA,Long
Osmia_alpestris,NA,Cavity,NA,Solitary,NA,Long
Osmia_angustipes,NA,Cavity,NA,Solitary,NA,Long
Osmia_ashmeadii,NA,Cavity,NA,Solitary,NA,Long
Osmia_atrocyanea,NA,Cavity,NA,Solitary,NA,Long
Osmia_austromaritima,NA,Cavity,NA,Solitary,NA,Long
Osmia_bakeri,NA,Cavity,NA,Solitary,NA,Long
Osmia_botitena,NA,Cavity,NA,Solitary,NA,Long
Osmia_brevis,NA,Cavity,NA,Solitary,Specialist,Long
Osmia_bruneri,NA,Cavity,NA,Solitary,Generalist,Long
Osmia_cahuilla,NA,Cavity,NA,Solitary,NA,Long
Osmia_calcarata,NA,Cavity,NA,Solitary,NA,Long
Osmia_calla,NA,Cavity,NA,Solitary,NA,Long
Osmia_cara,NA,Cavity,NA,Solitary,NA,Long
Osmia_bridwelli,NA,Cavity,NA,Solitary,NA,Long
Osmia_caulicola,NA,Cavity,NA,Solitary,NA,Long
Osmia_cerasi,NA,Cavity,NA,Solitary,NA,Long
Osmia_claremontensis,NA,Cavity,NA,Solitary,NA,Long
Osmia_cobaltina,NA,Cavity,NA,Solitary,NA,Long
Osmia_cockerelli,NA,Cavity,NA,Solitary,NA,Long
Osmia_coloradensis,NA,Cavity,NA,Solitary,Specialist,Long
Osmia_crassa,NA,Cavity,NA,Solitary,NA,Long
Osmia_cyaneonitens,NA,Cavity,NA,Solitary,NA,Long
Osmia_cyanopoda,NA,Cavity,NA,Solitary,NA,Long
Osmia_densa,NA,Cavity,NA,Solitary,NA,Long
Osmia_dolerosa,NA,Cavity,NA,Solitary,NA,Long
Osmia_enixa,NA,Cavity,NA,Solitary,NA,Long
Osmia_exigua,NA,Cavity,NA,Solitary,NA,Long
Osmia_felti,NA,Multiple,NA,Solitary,NA,Long
Osmia_foxi,NA,Cavity,NA,Solitary,NA,Long
Osmia_francisconis,NA,Cavity,NA,Solitary,NA,Long
Osmia_gabrielis,NA,Cavity,NA,Solitary,NA,Long
Osmia_giffardi,NA,Cavity,NA,Solitary,NA,Long
Osmia_giliarum,NA,Cavity,NA,Solitary,NA,Long
Osmia_grindeliae,NA,Cavity,NA,Solitary,NA,Long
Osmia_grinnelli,NA,Wood,NA,Solitary,Generalist,Long
Osmia_hemera,NA,Cavity,NA,Solitary,NA,Long
Osmia_hendersoni,NA,Cavity,NA,Solitary,NA,Long
Osmia_hesperos,NA,Cavity,NA,Solitary,NA,Long
Osmia_hurdi,NA,Cavity,NA,Solitary,NA,Long
Osmia_inermis,NA,Cavity,NA,Solitary,Generalist,Long
Osmia_inspergens,NA,Cavity,NA,Solitary,NA,Long
Osmia_inurbana,NA,Cavity,NA,Solitary,NA,Long
Osmia_iridis,NA,Wood,NA,Solitary,NA,Long
Osmia_juxta,NA,Cavity,NA,Solitary,NA,Long
Osmia_kenoyeri,NA,Cavity,NA,Solitary,NA,Long
Osmia_kincaidii,NA,Cavity,NA,Solitary,NA,Long
Osmia_lacus,NA,Cavity,NA,Solitary,NA,Long
Osmia_lanei,NA,Cavity,NA,Solitary,NA,Long
Osmia_lignaria,NA,Cavity,NA,Solitary,NA,Long
Osmia_liogastra,NA,Cavity,NA,Solitary,NA,Long
Osmia_longula,NA,Cavity,NA,Solitary,NA,Long
Osmia_lupinicola,NA,Cavity,NA,Solitary,NA,Long
Osmia_malina,NA,Cavity,NA,Solitary,NA,Long
Osmia_marginata,NA,Cavity,NA,Solitary,Generalist,Long
Osmia_marginipennis,NA,Cavity,NA,Solitary,NA,Long
Osmia_melanopleura,NA,Cavity,NA,Solitary,NA,Long
Osmia_mertensiae,NA,Cavity,NA,Solitary,NA,Long
Osmia_mixta,NA,Cavity,NA,Solitary,NA,Long
Osmia_montana,NA,Cavity,NA,Solitary,Specialist,Long
Osmia_morongana,NA,Cavity,NA,Solitary,NA,Long
Osmia_nanula,NA,Cavity,NA,Solitary,NA,Long
Osmia_nemoris,NA,Cavity,NA,Solitary,NA,Long
Osmia_neocyanopoda,NA,Cavity,NA,Solitary,NA,Long
Osmia_nigrifrons,NA,Cavity,NA,Solitary,NA,Long
Osmia_nigrobarbata,NA,Cavity,NA,Solitary,NA,Long
Osmia_obliqua,NA,Cavity,NA,Solitary,NA,Long
Osmia_odontogaster,NA,Cavity,NA,Solitary,NA,Long
Osmia_pagosa,NA,Cavity,NA,Solitary,NA,Long
Osmia_paradisica,NA,Cavity,NA,Solitary,NA,Long
Osmia_pentstemonis,NA,Cavity,NA,Solitary,NA,Long
Osmia_phenax,NA,Cavity,NA,Solitary,NA,Long
Osmia_physariae,NA,Cavity,NA,Solitary,NA,Long
Osmia_pikei,NA,Wood,NA,Solitary,NA,Long
Osmia_pingreeana,NA,Cavity,NA,Solitary,NA,Long
Osmia_potentillae,NA,Cavity,NA,Solitary,NA,Long
Osmia_prunorum,NA,Cavity,NA,Solitary,NA,Long
Osmia_pulsatillae,NA,Cavity,NA,Solitary,NA,Long
Osmia_pusilla,NA,Cavity,NA,Solitary,NA,Long
Osmia_raritatis,NA,Cavity,NA,Solitary,NA,Long
Osmia_regulina,NA,Cavity,NA,Solitary,NA,Long
Osmia_rostrata,NA,Wood,NA,Solitary,NA,Long
Osmia_sanctaerosae,NA,Cavity,NA,Solitary,NA,Long
Osmia_sanrafaelae,NA,Ground,NA,Solitary,NA,Long
Osmia_sculleni,NA,Cavity,NA,Solitary,NA,Long
Osmia_sedula,NA,Cavity,NA,Solitary,NA,Long
Osmia_sequoiae,NA,Cavity,NA,Solitary,NA,Long
Osmia_sladeni,NA,Cavity,NA,Solitary,NA,Long
Osmia_solitaria,NA,Cavity,NA,Solitary,NA,Long
Osmia_subaustralis,NA,Cavity,NA,Solitary,NA,Long
Osmia_tanneri,NA,Ground,NA,Solitary,NA,Long
Osmia_tarsata,NA,Cavity,NA,Solitary,NA,Long
Osmia_thysanisca,NA,Cavity,NA,Solitary,NA,Long
Osmia_titusi,NA,Cavity,NA,Solitary,NA,Long
Osmia_tokopahensis,NA,Cavity,NA,Solitary,NA,Long
Osmia_trevoris,NA,Cavity,NA,Solitary,NA,Long
Osmia_trifoliama,NA,Cavity,NA,Solitary,NA,Long
Osmia_tristella,NA,Wood,NA,Solitary,NA,Long
Osmia_unca,NA,Cavity,NA,Solitary,NA,Long
Osmia_universitatis,NA,Cavity,NA,Solitary,NA,Long
Osmia_vandykei,NA,Cavity,NA,Solitary,NA,Long
Osmia_watsoni,NA,Cavity,NA,Solitary,NA,Long
Osmia_zephyros,NA,Cavity,NA,Solitary,NA,Long
Calliopsis_anthidia,NA,Ground,NA,Solitary,NA,Short
Calliopsis_australior,NA,Ground,NA,Solitary,NA,Short
Calliopsis_beamerorum,NA,Ground,NA,Solitary,NA,Short
Calliopsis_bernardinensis,NA,Ground,NA,Solitary,NA,Short
Calliopsis_boharti,NA,Ground,NA,Solitary,NA,Short
Calliopsis_callops,NA,Ground,NA,Solitary,NA,Short
Calliopsis_callosa,NA,Ground,NA,Solitary,NA,Short
Calliopsis_cazieri,NA,Ground,NA,Solitary,NA,Short
Calliopsis_chlorops,NA,Ground,NA,Solitary,NA,Short
Calliopsis_cincta,NA,Ground,NA,Solitary,NA,Short
Calliopsis_coloratipes,NA,Ground,NA,Solitary,NA,Short
Calliopsis_comptula,NA,Ground,NA,Solitary,NA,Short
Calliopsis_crypta,NA,Ground,NA,Solitary,Specialist,Short
Calliopsis_deserticola,NA,Ground,NA,Solitary,NA,Short
Calliopsis_edwardsii,NA,Ground,NA,Solitary,NA,Short
Calliopsis_empelia,NA,Ground,NA,Solitary,NA,Short
Calliopsis_foleyi,NA,Ground,NA,Solitary,NA,Short
Calliopsis_fulgida,NA,Ground,NA,Solitary,NA,Short
Calliopsis_gilva,NA,Ground,NA,Solitary,NA,Short
Calliopsis_granti,NA,Ground,NA,Solitary,NA,Short
Calliopsis_helenae,NA,Ground,NA,Solitary,NA,Short
Calliopsis_helianthi,NA,Ground,NA,Solitary,NA,Short
Calliopsis_hirsutifrons,NA,Ground,NA,Solitary,NA,Short
Calliopsis_hondurasica,NA,Ground,NA,Solitary,NA,Short
Calliopsis_larreae,NA,Ground,NA,Solitary,NA,Short
Calliopsis_limbus,NA,Ground,NA,Solitary,NA,Short
Calliopsis_macswaini,NA,Ground,NA,Solitary,NA,Short
Calliopsis_meliloti,NA,Ground,NA,Solitary,NA,Short
Calliopsis_mellipes,NA,Ground,NA,Solitary,NA,Short
Calliopsis_michenerella,NA,Ground,NA,Solitary,NA,Short
Calliopsis_micheneri,NA,Ground,NA,Solitary,NA,Short
Calliopsis_micheneri,NA,Ground,NA,Solitary,NA,Short
Calliopsis_nigromaculata,NA,Ground,NA,Solitary,NA,Short
Calliopsis_obscurella,NA,Ground,NA,Solitary,NA,Short
Calliopsis_pectidis,NA,Ground,NA,Solitary,Specialist,Short
Calliopsis_persimilis,NA,Ground,NA,Solitary,NA,Short
Calliopsis_personata,NA,Ground,NA,Solitary,NA,Short
Calliopsis_phaceliae,NA,Ground,NA,Solitary,NA,Short
Calliopsis_rogeri,NA,Ground,NA,Solitary,NA,Short
Calliopsis_rozeni,NA,Ground,NA,Solitary,Specialist,Short
Calliopsis_scitula,NA,Ground,NA,Solitary,NA,Short
Calliopsis_smithi,NA,Ground,NA,Solitary,NA,Short
Nomadopsis_snellingi,NA,Ground,NA,Solitary,NA,Short
Calliopsis_snellingi,NA,Ground,NA,Solitary,NA,Short
Calliopsis_squamifera,NA,Ground,NA,Solitary,NA,Short
Calliopsis_syphar,NA,Ground,NA,Solitary,NA,Short
Calliopsis_teucrii,NA,Ground,NA,Solitary,NA,Short
Calliopsis_philiphunteri,NA,Ground,NA,Solitary,NA,Short
Calliopsis_timberlakei,NA,Ground,NA,Solitary,NA,Short
Calliopsis_timberlakei,NA,Ground,NA,Solitary,NA,Short
Calliopsis_trifolii,NA,Ground,NA,Solitary,NA,Short
Calliopsis_verbenae,NA,Ground,NA,Solitary,NA,Short
Calliopsis_xenus,NA,Ground,NA,Solitary,NA,Short
Calliopsis_zebrata,NA,Ground,NA,Solitary,NA,Short
Macrotera_arcuata,NA,Ground,NA,Plastic,NA,Short
Macrotera_azteca,NA,Ground,NA,Plastic,NA,Short
Macrotera_bidenticauda,NA,Ground,NA,Plastic,NA,Short
Macrotera_carinata,NA,Ground,NA,Plastic,NA,Short
Macrotera_crassa,NA,Ground,NA,Plastic,NA,Short
Perdita_crassa,NA,Ground,NA,Plastic,NA,Short
Macrotera_haplura,NA,Ground,NA,Plastic,NA,Short
Macrotera_knulli,NA,Ground,NA,Plastic,NA,Short
Macrotera_laticauda,NA,Ground,NA,Plastic,NA,Short
Macrotera_latior,NA,Ground,NA,Plastic,NA,Short
Macrotera_lobata,NA,Ground,NA,Plastic,NA,Short
Macrotera_magniceps,NA,Ground,NA,Plastic,NA,Short
Macrotera_mellea,NA,Ground,NA,Plastic,NA,Short
Macrotera_mortuaria,NA,Ground,NA,Plastic,NA,Short
Macrotera_nigrella,NA,Ground,NA,Plastic,NA,Short
Macrotera_opacella,NA,Ground,NA,Plastic,NA,Short
Macrotera_portalis,NA,Ground,NA,Plastic,NA,Short
Macrotera_robertsi,NA,Ground,NA,Plastic,NA,Short
Macrotera_solitaria,NA,Ground,NA,Plastic,NA,Short
Macrotera_texana,NA,Ground,NA,Plastic,NA,Short
Macrotera_tristella,NA,Ground,NA,Plastic,NA,Short
Panurginus_armaticeps,NA,Ground,NA,Solitary,NA,Short
Panurginus_atriceps,NA,Ground,NA,Solitary,NA,Short
Panurginus_beardsleyi,NA,Ground,NA,Solitary,NA,Short
Panurginus_bilobatus,NA,Ground,NA,Solitary,NA,Short
Panurginus_ceanothi,NA,Ground,NA,Solitary,NA,Short
Panurginus_cressoniellus,NA,Ground,NA,Solitary,NA,Short
Panurginus_emarginatus,NA,Ground,NA,Solitary,NA,Short
Panurginus_gabrielis,NA,Ground,NA,Solitary,NA,Short
Panurginus_gracilis,NA,Ground,NA,Solitary,NA,Short
Panurginus_ineptus,NA,Ground,NA,Solitary,NA,Short
Panurginus_maritimus,NA,Ground,NA,Solitary,NA,Short
Panurginus_melanocephalus,NA,Ground,NA,Solitary,NA,Short
Panurginus_nigrellus,NA,Ground,NA,Solitary,NA,Short
Panurginus_nigrihirtus,NA,Ground,NA,Solitary,NA,Short
Perdita_abbreviata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_abdominalis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_abducta,NA,Ground ,NA,Solitary,NA,Short
Perdita_acaciae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_adjuncta,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_adusiventris,NA,Ground ,NA,Solitary,NA,Short
Perdita_aemula,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_affecta,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_affinis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_agasta,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_ainsliei,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_albata,NA,Ground ,NA,Solitary,NA,Short
Perdita_albihirta,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_albipes,NA,Ground ,NA,Solitary,NA,Short
Perdita_albiventris,NA,Ground ,NA,Solitary,NA,Short
Perdita_albofasciata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_albonotata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_albopicta,NA,Ground ,NA,Solitary,NA,Short
Perdita_albovittata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_amoena,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_ampla,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_amplipennis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_ancoralis,NA,Ground ,NA,Solitary,NA,Short
Perdita_angellata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_annexa,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_apacheorum,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_aperta,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_aplopappi,NA,Ground ,NA,Solitary,NA,Short
Perdita_arenaria,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_argemones,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_aridella,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_arizonica,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_ashmeadi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_assimilis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_associata,NA,Ground ,NA,Solitary,NA,Short
Perdita_asteris,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_atrata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_atriventris,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_aureovittata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_austini,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_baccharidis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_barri,NA,Ground ,NA,Solitary,NA,Short
Perdita_basinicola,NA,Ground ,NA,Solitary,NA,Short
Perdita_beameri,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_beata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_beatula,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_bebbiae,NA,Ground ,NA,Solitary,NA,Short
Perdita_bellula,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_bicuspidariae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_bifasciata,NA,Ground ,NA,Solitary,NA,Short
Perdita_bigeloviae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_biguttata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_bilobata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_binotata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_biparticeps,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_bishoppi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_bispinata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_blaisdelli,NA,Ground ,NA,Solitary,NA,Short
Perdita_bohartorum,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_brachyglossa,NA,Ground ,NA,Solitary,NA,Short
Perdita_bradleyana,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_bradleyi,NA,Ground ,NA,Solitary,NA,Short
Perdita_brevihirta,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_bridwelli,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_bruneri,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_butleri,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_callicerata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_calloleuca,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cambarella,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cara,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cazieri,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cephalotes,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_chamaesarachae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_chihuahua,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_chionostoma,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_chloris,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_chrysophila,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_chrysothamni,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_ciliata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cinctiventris,NA,Ground ,NA,Solitary,NA,Short
Perdita_cingulata,NA,Ground ,NA,Solitary,NA,Short
Perdita_cladothricis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_claripennis,NA,Ground ,NA,Solitary,NA,Short
Perdita_claypolei,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cleomellae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_clypeata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_coahuilensis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_coalingensis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cochiseana,NA,Ground ,NA,Solitary,NA,Short
Perdita_cognata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_coldeniae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_colei,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_compacta,NA,Ground ,NA,Solitary,NA,Short
Perdita_compactilis,NA,Ground ,NA,Solitary,NA,Short
Perdita_compta,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_confusa,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_congrua,NA,Ground ,NA,Solitary,NA,Short
Perdita_coreopsidis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cornishiana,NA,Ground ,NA,Solitary,NA,Short
Perdita_covilleae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cowaniae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cracens,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_crandalli,NA,Ground ,NA,Solitary,NA,Short
Perdita_craterognatha,NA,Ground ,NA,Solitary,NA,Short
Perdita_croceipes,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_crotonis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cruciferarum,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_cushmani,NA,Ground ,NA,Solitary,NA,Short
Perdita_cuspidata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_dalyi,NA,Ground ,NA,Solitary,NA,Short
Perdita_dammersi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_dasylirii,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_davidsoni,NA,Ground ,NA,Solitary,NA,Short
Perdita_deltophora,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_dentata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_depressa,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_dicksoni,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_difficilis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_digna,NA,Ground ,NA,Solitary,NA,Short
Perdita_digressa,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_dimidiata,NA,Ground ,NA,Solitary,NA,Short
Perdita_discors,NA,Ground ,NA,Solitary,NA,Short
Perdita_dispar,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_distans,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_distincta,NA,Ground ,NA,Solitary,NA,Short
Perdita_distropica,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_diversa,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_dolanensis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_dolichocephala,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_drymariae,NA,Ground ,NA,Solitary,NA,Short
Perdita_dubia,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_duplonotata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_eickworti,NA,Ground ,NA,Solitary,NA,Short
Perdita_electa,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_elegans,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_emarginata,NA,Ground ,NA,Solitary,NA,Short
Perdita_eremica,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_eremophila,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_eriastri,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_eriogoni,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_erythropyga,NA,Ground ,NA,Solitary,NA,Short
Perdita_esmeraldensis,NA,Ground ,NA,Solitary,NA,Short
Perdita_eucnides,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_euphorbiae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_euzonata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_excellens,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_exclamans,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_exigua,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_exilis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_eximia,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_eysenhardtiae,NA,Ground ,NA,Solitary,NA,Short
Perdita_falcata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_fallax,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_fallugiae,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_fedorensis,NA,Ground ,NA,Solitary,NA,Short
Perdita_festiva,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_fidissima,NA,Ground ,NA,Solitary,NA,Short
Perdita_fieldi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_flavicauda,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_flaviceps,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_flavifrons,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_flavipes,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_flaviventris,NA,Ground ,NA,Solitary,NA,Short
Perdita_florissantella,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_foleyi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_foxi,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_fracticincta,NA,Ground ,NA,Solitary,NA,Short
Perdita_frontalis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_fulvescens,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_fulvicauda,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_fuscipes,NA,Ground ,NA,Solitary,NA,Short
Perdita_geminata,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_genalis,NA,Ground ,NA,Solitary,Specialist,Short
Perdita_gentilis,NA,Ground ,NA,Solitary,Specialist,Short
